0,Draw
1,Draw
2,Defeat
3,Win
4,Defeat
5,Draw
6,Draw
7,Defeat
8,Win
9,Win
10,Defeat
11,Defeat
12,Draw
13,Draw
14,Defeat
15,Defeat
16,Defeat
17,Defeat
18,Defeat
19,Draw
20,Draw
21,Win
22,Draw
23,Defeat
24,Draw
25,Win
26,Defeat
27,Draw
28,Draw
29,Draw
30,Draw
31,Win
32,Draw
33,Win
34,Win
35,Win
36,Win
37,Win
38,Defeat
39,Win
40,Win
41,Defeat
42,Draw
43,Win
44,Defeat
45,Win
46,Win
47,Win
48,Win
49,Defeat
50,Draw
51,Win
52,Draw
53,Win
54,Win
55,Defeat
56,Win
57,Defeat
58,Win
59,Win
60,Win
61,Win
62,Win
63,Defeat
64,Win
65,Win
66,Draw
67,Draw
68,Win
69,Defeat
70,Win
71,Defeat
72,Win
73,Win
74,Draw
75,Win
76,Win
77,Draw
78,Win
79,Draw
80,Win
81,Win
82,Win
83,Defeat
84,Defeat
85,Win
86,Win
87,Win
88,Draw
89,Defeat
90,Win
91,Defeat
92,Defeat
93,Win
94,Win
95,Win
96,Draw
97,Defeat
98,Defeat
99,Win
100,Draw
101,Win
102,Win
103,Win
104,Win
105,Win
106,Win
107,Draw
108,Defeat
109,Defeat
110,Draw
111,Defeat
112,Defeat
113,Draw
114,Win
115,Win
116,Win
117,Defeat
118,Defeat
119,Win
120,Defeat
121,Draw
122,Win
123,Defeat
124,Win
125,Draw
126,Defeat
127,Defeat
128,Draw
129,Draw
130,Win
131,Win
132,Draw
133,Win
134,Draw
135,Draw
136,Win
137,Win
138,Defeat
139,Draw
140,Draw
141,Defeat
142,Draw
143,Defeat
144,Draw
145,Win
146,Win
147,Win
148,Defeat
149,Win
150,Win
151,Win
152,Draw
153,Defeat
154,Defeat
155,Win
156,Defeat
157,Win
158,Defeat
159,Win
160,Win
161,Draw
162,Win
163,Win
164,Win
165,Draw
166,Win
167,Defeat
168,Draw
169,Win
170,Defeat
171,Defeat
172,Win
173,Win
174,Defeat
175,Win
176,Win
177,Defeat
178,Win
179,Win
180,Draw
181,Win
182,Win
183,Win
184,Draw
185,Defeat
186,Draw
187,Defeat
188,Win
189,Win
190,Win
191,Defeat
192,Win
193,Defeat
194,Defeat
195,Win
196,Win
197,Win
198,Win
199,Win
200,Win
201,Win
202,Defeat
203,Defeat
204,Draw
205,Defeat
206,Win
207,Defeat
208,Defeat
209,Win
210,Win
211,Defeat
212,Draw
213,Win
214,Win
215,Win
216,Win
217,Defeat
218,Win
219,Defeat
220,Win
221,Win
222,Win
223,Draw
224,Defeat
225,Draw
226,Draw
227,Draw
228,Win
229,Win
230,Defeat
231,Win
232,Defeat
233,Win
234,Win
235,Win
236,Defeat
237,Defeat
238,Defeat
239,Win
240,Win
241,Draw
242,Win
243,Defeat
244,Defeat
245,Win
246,Defeat
247,Defeat
248,Win
249,Win
250,Defeat
251,Win
252,Draw
253,Win
254,Defeat
255,Defeat
256,Win
257,Draw
258,Draw
259,Win
260,Win
261,Win
262,Defeat
263,Win
264,Defeat
265,Win
266,Defeat
267,Win
268,Defeat
269,Draw
270,Win
271,Win
272,Win
273,Win
274,Defeat
275,Draw
276,Win
277,Defeat
278,Draw
279,Win
280,Win
281,Draw
282,Win
283,Draw
284,Defeat
285,Draw
286,Win
287,Win
288,Win
289,Win
290,Win
291,Win
292,Defeat
293,Defeat
294,Win
295,Defeat
296,Defeat
297,Win
298,Draw
299,Draw
300,Draw
301,Defeat
302,Win
303,Defeat
304,Draw
305,Win
306,Draw
307,Defeat
308,Defeat
309,Draw
310,Defeat
311,Win
312,Draw
313,Win
314,Win
315,Defeat
316,Draw
317,Win
318,Win
319,Win
320,Win
321,Win
322,Defeat
323,Win
324,Draw
325,Win
326,Win
327,Draw
328,Defeat
329,Draw
330,Draw
331,Defeat
332,Defeat
333,Defeat
334,Win
335,Win
336,Win
337,Draw
338,Defeat
339,Win
340,Draw
341,Win
342,Defeat
343,Defeat
344,Win
345,Draw
346,Win
347,Win
348,Defeat
349,Win
350,Draw
351,Win
352,Win
353,Win
354,Win
355,Win
356,Win
357,Win
358,Win
359,Win
360,Win
361,Win
362,Draw
363,Draw
364,Draw
365,Defeat
366,Defeat
367,Win
368,Defeat
369,Draw
370,Defeat
371,Defeat
372,Win
373,Win
374,Defeat
375,Draw
376,Win
377,Draw
378,Defeat
379,Defeat
380,Draw
381,Win
382,Defeat
383,Win
384,Win
385,Draw
386,Draw
387,Win
388,Draw
389,Draw
390,Win
391,Win
392,Win
393,Win
394,Win
395,Draw
396,Win
397,Win
398,Draw
399,Win
400,Win
401,Defeat
402,Win
403,Defeat
404,Win
405,Defeat
406,Win
407,Defeat
408,Draw
409,Defeat
410,Defeat
411,Win
412,Win
413,Win
414,Defeat
415,Win
416,Draw
417,Draw
418,Win
419,Defeat
420,Win
421,Defeat
422,Defeat
423,Draw
424,Defeat
425,Defeat
426,Win
427,Draw
428,Win
429,Win
430,Win
431,Draw
432,Win
433,Defeat
434,Win
435,Draw
436,Win
437,Defeat
438,Draw
439,Win
440,Win
441,Win
442,Draw
443,Defeat
444,Win
445,Win
446,Draw
447,Draw
448,Win
449,Win
450,Draw
451,Defeat
452,Draw
453,Win
454,Win
455,Win
456,Draw
457,Win
458,Win
459,Win
460,Win
461,Draw
462,Win
463,Draw
464,Defeat
465,Win
466,Defeat
467,Defeat
468,Draw
469,Win
470,Defeat
471,Win
472,Draw
473,Defeat
474,Draw
475,Draw
476,Win
477,Defeat
478,Win
479,Defeat
480,Defeat
481,Draw
482,Draw
483,Defeat
484,Win
485,Defeat
486,Defeat
487,Defeat
488,Draw
489,Win
490,Win
491,Defeat
492,Defeat
493,Win
494,Win
495,Draw
496,Defeat
497,Defeat
498,Defeat
499,Defeat
500,Win
501,Defeat
502,Win
503,Draw
504,Defeat
505,Defeat
506,Defeat
507,Defeat
508,Win
509,Win
510,Draw
511,Win
512,Win
513,Win
514,Defeat
515,Win
516,Win
517,Win
518,Win
519,Defeat
520,Win
521,Draw
522,Draw
523,Win
524,Win
525,Win
526,Defeat
527,Draw
528,Win
529,Win
530,Draw
531,Defeat
532,Win
533,Win
534,Draw
535,Defeat
536,Defeat
537,Win
538,Draw
539,Win
540,Win
541,Win
542,Win
543,Win
544,Win
545,Win
546,Draw
547,Win
548,Draw
549,Win
550,Defeat
551,Draw
552,Draw
553,Draw
554,Draw
555,Win
556,Draw
557,Defeat
558,Defeat
559,Win
560,Win
561,Draw
562,Draw
563,Defeat
564,Win
565,Defeat
566,Win
567,Defeat
568,Draw
569,Defeat
570,Win
571,Defeat
572,Defeat
573,Draw
574,Defeat
575,Win
576,Defeat
577,Win
578,Defeat
579,Win
580,Win
581,Win
582,Defeat
583,Win
584,Draw
585,Draw
586,Draw
587,Draw
588,Win
589,Defeat
590,Win
591,Defeat
592,Defeat
593,Win
594,Win
595,Defeat
596,Draw
597,Win
598,Win
599,Win
600,Win
601,Defeat
602,Draw
603,Defeat
